0.0,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,35.0,40.0,50.0,100.0
下限なし,3万円以上,3.5万円以上,4万円以上,4.5万円以上,5万円以上,5.5万円以上,6万円以上,6.5万円以上,7万円以上,7.5万円以上,8万円以上,8.5万円以上,9万円以上,9.5万円以上,10万円以上,10.5万円以上,11万円以上,11.5万円以上,12万円以上,12.5万円以上,13万円以上,13.5万円以上,14万円以上,14.5万円以上,15万円以上,15.5万円以上,16万円以上,16.5万円以上,17万円以上,17.5万円以上,18万円以上,18.5万円以上,19万円以上,19.5万円以上,20万円以上,21万円以上,22万円以上,23万円以上,24万円以上,25万円以上,26万円以上,27万円以上,28万円以上,29万円以上,30万円以上,35万円以上,40万円以上,50万円以上,100万円以上
