3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,35.0,40.0,50.0,100.0,9999999
3万円以下,3.5万円以下,4万円以下,4.5万円以下,5万円以下,5.5万円以下,6万円以下,6.5万円以下,7万円以下,7.5万円以下,8万円以下,8.5万円以下,9万円以下,9.5万円以下,10万円以下,10.5万円以下,11万円以下,11.5万円以下,12万円以下,12.5万円以下,13万円以下,13.5万円以下,14万円以下,14.5万円以下,15万円以下,15.5万円以下,16万円以下,16.5万円以下,17万円以下,17.5万円以下,18万円以下,18.5万円以下,19万円以下,19.5万円以下,20万円以下,21万円以下,22万円以下,23万円以下,24万円以下,25万円以下,26万円以下,27万円以下,28万円以下,29万円以下,30万円以下,35万円以下,40万円以下,50万円以下,100万円以下,上限なし
