0,20,25,30,35,40,45,50,55,60,65,70,80,90,100
下限なし,20m2以上,25m2以上,30m2以上,35m2以上,40m2以上,45m2以上,50m2以上,55m2以上,60m2以上,65m2以上,70m2以上,80m2以上,90m2以上,100m2以上
